,_id,Customer Id,Artist Name,Artist Reputation,Height,Width,Weight,Material,Price Of Sculpture,Base Shipping Price,International,Express Shipment,Installation Included,Transport,Fragile,Customer Information,Remote Location,Scheduled Date,Delivery Date,Customer Location,Cost
3359,66882e39ec1852b2cc2d2904,fffe3500380037003800,Donald Tso,0.86,10.0,5.0,1585.0,Brass,5.33,11.64,Yes,Yes,No,Airways,No,Wealthy,,09/19/16,09/23/16,"Perryfurt, PA 85917",440.09
3360,66882e39ec1852b2cc2d2919,fffe3500300036003300,Maria Delaney,0.84,30.0,9.0,482.0,Wood,6.63,20.96,No,Yes,No,Airways,No,Working Class,,09/02/17,09/02/17,"Port Christopherton, NE 77790",800.65
3361,66882e39ec1852b2cc2d291a,fffe3700340034003300,Melissa Petrash,0.56,23.0,15.0,774.0,Wood,6.89,22.78,Yes,No,Yes,Roadways,No,Working Class,Yes,05/23/19,05/23/19,"Lake Brandon, KS 16438",537.46
3362,66882e39ec1852b2cc2d2934,fffe3300370035003100,Mario Baker,,37.0,,13920.0,Bronze,34.54,40.81,Yes,Yes,Yes,Airways,No,Working Class,No,09/18/17,09/16/17,"New Tricia, KS 83966",1951.15
3363,66882e39ec1852b2cc2d293b,fffe320036003000,Joseph Hurtubise,0.02,8.0,4.0,426.0,Bronze,6.58,17.07,No,No,Yes,Airways,No,Working Class,No,03/02/16,02/28/16,"Port Samantha, MI 39569",157.54
3364,66882e39ec1852b2cc2d293e,fffe3300360030003400,Oscar James,0.11,31.0,6.0,5949.0,,11.95,56.02,Yes,Yes,Yes,Airways,No,Wealthy,Yes,01/07/17,01/06/17,APO AA 78062,488.8
3365,66882e39ec1852b2cc2d2941,fffe3100350036003800,Gregory Luis,0.27,28.0,,2899.0,Clay,8.77,10.32,No,Yes,Yes,,Yes,Working Class,No,12/04/16,12/06/16,"Port Johnstad, MN 83576",301.52
3366,66882e39ec1852b2cc2d294e,fffe3800320030003400,Lisa Tharp,0.38,37.0,14.0,86943.0,Brass,191.44,55.02,Yes,Yes,No,Airways,No,Wealthy,No,06/01/19,06/05/19,"North Dawnberg, OR 68656",1480.19
3367,66882e39ec1852b2cc2d2950,fffe3600340030003500,Johnnie Garcia,0.16,9.0,,73.0,Wood,5.63,13.46,No,No,No,,No,Wealthy,Yes,12/29/15,12/29/15,"Youngview, WA 75724",125.5
3368,66882e39ec1852b2cc2d2954,fffe3200370034003800,Stephanie Graves,,10.0,5.0,682.0,Bronze,3.95,18.68,No,No,No,Roadways,No,Working Class,No,11/27/18,11/27/18,"Brooksberg, NY 81764",138.02
3369,66882e39ec1852b2cc2d2961,fffe3400380038003900,Gus Hall,0.13,22.0,,,Bronze,14.25,51.46,No,No,No,,No,Working Class,,03/17/19,03/19/19,"Taylorville, NH 59611",283.47
3370,66882e39ec1852b2cc2d2969,fffe3900390034003200,Norman Beebe,0.82,5.0,3.0,59.0,Clay,3.78,11.22,Yes,Yes,No,Airways,Yes,Working Class,No,08/25/18,08/25/18,"West Charles, MI 79013",190.8
3371,66882e39ec1852b2cc2d296b,fffe3600300030003700,Amanda Wilkerson,0.24,34.0,11.0,1990.0,,5.72,10.76,Yes,No,No,Airways,No,Wealthy,Yes,05/03/17,04/29/17,"Lake Samanthahaven, NE 35695",202.2
3372,66882e39ec1852b2cc2d2976,fffe3600390036003000,Anna Gennaro,0.47,16.0,8.0,2025.0,Bronze,5.96,10.57,Yes,No,No,Waterways,No,Wealthy,No,12/13/15,12/11/15,"Jessicaton, NE 80569",221.03
3373,66882e39ec1852b2cc2d2989,fffe3300350033003200,Arthur Nixon,0.54,31.0,15.0,2102.0,,3.9,18.02,No,No,No,Airways,No,Working Class,No,10/19/18,10/15/18,"West Matthew, LA 23438",336.19
3374,66882e39ec1852b2cc2d298e,fffe3900300031003500,Edna Leininger,0.09,39.0,15.0,7957127.0,Stone,11423.74,27.22,Yes,No,No,Waterways,No,Working Class,Yes,08/02/18,08/03/18,"Richardfurt, AZ 39353",14762.01
3375,66882e39ec1852b2cc2d298f,fffe3600300035003400,Zoila Ingwersen,0.35,29.0,13.0,2100801.0,Stone,3094.46,71.37,No,No,No,Waterways,No,Working Class,No,07/05/15,07/04/15,APO AE 05699,8192.2
3376,66882e39ec1852b2cc2d2992,fffe3900370035003300,Daniel Lamb,0.32,21.0,10.0,11032.0,Bronze,38.27,41.36,No,Yes,No,Airways,No,Wealthy,No,04/12/16,04/12/16,"Wisebury, MO 66362",508.02
3377,66882e39ec1852b2cc2d2994,fffe3200300033003900,Jonathan Cordova,,17.0,6.0,980.0,Clay,10.41,15.62,Yes,No,Yes,Waterways,Yes,Working Class,No,06/26/17,06/28/17,"Gutierrezhaven, CO 43065",477.51
3378,66882e39ec1852b2cc2d2995,fffe320031003200,Jacqueline Gandy,0.34,12.0,6.0,133.0,Wood,5.99,19.62,Yes,No,No,Waterways,No,Wealthy,No,04/12/17,04/13/17,"Butlerhaven, NY 38290",189.05
3379,66882e39ec1852b2cc2d29b3,fffe3700370039003000,Amanda Tran,0.6,21.0,11.0,519468.0,Stone,2963.77,37.73,No,Yes,Yes,Airways,No,Working Class,No,03/13/19,03/13/19,"Aguilarmouth, UT 62043",16579.54
3380,66882e39ec1852b2cc2d29b6,fffe3800370034003900,Jordan Carpenter,0.28,23.0,12.0,7055.0,Brass,21.45,78.69,Yes,No,Yes,Waterways,No,Working Class,No,01/07/16,01/04/16,"Mendezside, GA 32492",686.05
3381,66882e39ec1852b2cc2d29bc,fffe3700340032003900,Barbara Baughman,0.52,13.0,7.0,112.0,Wood,3.06,10.25,No,No,No,Roadways,No,Working Class,No,03/11/17,03/08/17,"New Lydiaville, CT 29516",148.45
3382,66882e39ec1852b2cc2d29bd,fffe3900350039003400,Janet Lopez,0.66,19.0,14.0,500.0,Wood,6.64,23.62,No,Yes,Yes,Airways,No,Wealthy,No,01/16/17,01/12/17,"Elliottmouth, IL 91389",677.25
3383,66882e39ec1852b2cc2d29d1,fffe3700350036003000,Emma Frederick,0.2,18.0,8.0,7402.0,Brass,25.18,98.73,No,No,No,Roadways,No,Working Class,No,11/01/18,11/03/18,"Davidfurt, DE 03932",535.34
3384,66882e39ec1852b2cc2d29da,fffe310035003400,Eric Ferg,0.59,23.0,6.0,,Wood,6.82,10.37,No,No,Yes,,No,Working Class,No,07/16/18,07/13/18,"Tiffanybury, SD 37979",278.03
3385,66882e39ec1852b2cc2d29e3,fffe3400350033003200,Eva Corbin,0.15,27.0,11.0,11292.0,Bronze,22.52,26.71,No,No,Yes,Roadways,No,Working Class,No,02/27/19,02/23/19,"Lake Christy, RI 71022",306.55
3386,66882e39ec1852b2cc2d29e8,fffe3400340035003200,Robert Woodside,0.37,22.0,,7595.0,Bronze,12.99,96.88,No,Yes,Yes,Airways,No,Working Class,Yes,12/29/18,12/25/18,"Atkinsonberg, CA 82455",1024.94
3387,66882e39ec1852b2cc2d29e9,fffe3500300034003600,Robert Ramsey,0.38,13.0,6.0,22348.0,Marble,107.85,61.52,No,Yes,Yes,Roadways,No,Working Class,No,04/09/15,04/06/15,"East Michaelmouth, OK 11373",762.87
3388,66882e39ec1852b2cc2d29ed,fffe3200320035003100,Christian Hebert,,24.0,8.0,217.0,,6.57,23.02,No,No,No,Waterways,No,Working Class,No,08/16/16,08/12/16,"Charlesview, IN 51043",1097.59
3389,66882e39ec1852b2cc2d29fc,fffe3200320033003600,Michael Cannone,0.43,29.0,7.0,1250.0,Aluminium,5.07,15.43,Yes,Yes,No,Airways,No,Working Class,No,04/30/16,04/29/16,"Leonmouth, OR 89184",266.21
3390,66882e39ec1852b2cc2d2a01,fffe3400380038003800,David Dotson,0.06,30.0,8.0,425547.0,Marble,163.67,71.61,Yes,Yes,Yes,Airways,No,Wealthy,Yes,03/16/16,03/17/16,"Franklinville, SC 41643",1517.82
3391,66882e39ec1852b2cc2d2a0d,fffe3400330035003700,Rodney Cravens,0.89,13.0,6.0,1757.0,Bronze,11.01,24.31,No,No,No,Airways,No,Working Class,Yes,12/21/17,12/18/17,"Lake Sarahhaven, ID 56631",577.55
3392,66882e39ec1852b2cc2d2a15,fffe390031003500,Glenn Bruner,0.28,24.0,12.0,3841.0,Clay,3.47,18.83,No,No,Yes,Roadways,Yes,Working Class,,07/30/16,07/26/16,"Michaelside, LA 66510",279.28
3393,66882e39ec1852b2cc2d2a1c,fffe310031003300,Justin Altamirano,,21.0,8.0,179269.0,Marble,333.8,71.75,No,No,No,Roadways,No,Wealthy,Yes,01/17/15,01/20/15,"Davidstad, MD 69998",5252.12
3394,66882e39ec1852b2cc2d2a25,fffe3500330033003600,Eleanor Chamberlain,0.83,20.0,7.0,,Clay,3.35,23.23,No,Yes,No,,Yes,Working Class,Yes,04/23/19,04/19/19,"Amandaside, ID 41315",762.81
3395,66882e39ec1852b2cc2d2a32,fffe3600390031003600,Columbus Mendez,0.11,30.0,10.0,281.0,Wood,4.15,14.28,No,No,No,Roadways,No,Working Class,No,04/13/17,04/09/17,"Brandtview, NM 89563",121.63
3396,66882e39ec1852b2cc2d2a3d,fffe3500330036003800,Sue Farrington,0.12,25.0,9.0,,Wood,4.07,21.7,Yes,No,No,Waterways,No,Working Class,No,03/04/17,03/03/17,DPO AE 20977,149.02
3397,66882e39ec1852b2cc2d293f,fffe3700380033003900,George Erickson,0.29,29.0,9.0,1216.0,Aluminium,4.52,15.68,No,No,No,Roadways,No,Working Class,No,10/14/17,10/13/17,"Thomasfort, CO 96318",164.58
3398,66882e39ec1852b2cc2d2946,fffe3100340034003800,Vanessa Anderson,0.46,18.0,6.0,80.0,Wood,4.69,19.06,No,No,No,Airways,No,Working Class,,02/14/19,02/16/19,"Georgefurt, AL 92592",190.26
3399,66882e39ec1852b2cc2d2947,fffe3100370032003000,Lewis Exum,0.15,7.0,5.0,4794.0,Marble,18.86,20.36,Yes,Yes,No,Airways,No,Working Class,No,07/11/19,07/15/19,"Taraville, CA 74957",217.02
3400,66882e39ec1852b2cc2d294c,fffe340030003200,Kay Cook,0.35,26.0,,5386.0,Bronze,30.04,64.43,Yes,No,No,Waterways,No,Working Class,No,02/06/16,02/04/16,"South Ronnieport, FL 84788",588.1
3401,66882e39ec1852b2cc2d297a,fffe3900300034003500,Ronnie Kim,0.53,36.0,8.0,188.0,Wood,4.64,19.75,Yes,No,No,Waterways,No,Wealthy,No,03/18/15,03/14/15,"East Philip, IA 09547",354.88
3402,66882e39ec1852b2cc2d298c,fffe310036003200,Richard Williams,0.29,29.0,9.0,11467.0,Bronze,24.53,99.76,Yes,Yes,Yes,,No,Working Class,,03/14/19,03/16/19,"North Vincentport, GA 67684",858.24
3403,66882e39ec1852b2cc2d29a1,fffe3800390038003600,Julius Cherry,0.46,22.0,9.0,1252.0,Clay,3.82,17.11,No,No,Yes,Roadways,Yes,Working Class,No,11/26/15,11/30/15,"East Katherine, IN 71179",242.76
3404,66882e39ec1852b2cc2d29b0,fffe3600300037003600,Josephine Bertrand,0.38,21.0,13.0,,Brass,48.99,28.15,No,Yes,Yes,,No,Wealthy,No,04/01/16,04/01/16,"Port Andrewburgh, LA 41152",731.54
3405,66882e39ec1852b2cc2d29d9,fffe3700320035003800,John Ford,0.18,3.0,3.0,18.0,Aluminium,3.25,24.54,Yes,No,No,Waterways,No,Working Class,No,04/11/18,04/12/18,"West Alex, KS 53496",149.95
3406,66882e39ec1852b2cc2d29e4,fffe3300320036003000,Carol Orourke,,14.0,6.0,4308.0,Brass,47.12,22.89,Yes,No,Yes,,No,Working Class,Yes,09/22/18,09/21/18,"East Melissaport, VT 47208",1241.26
3407,66882e39ec1852b2cc2d29eb,fffe3500380038003300,Kevin Colantuono,0.38,28.0,9.0,3323.0,,4.7,19.76,No,No,No,,Yes,Wealthy,No,05/06/16,05/04/16,"South Kimberly, ND 93218",324.73
3408,66882e39ec1852b2cc2d29ef,fffe3800340034003400,Dallas Martone,0.19,16.0,7.0,42447.0,Stone,162.11,60.58,No,No,No,Airways,No,Wealthy,No,11/08/15,11/09/15,"New Paul, WA 80687",639.21
3409,66882e39ec1852b2cc2d29f6,fffe3800300030003000,John Tressler,0.48,23.0,12.0,28292.0,Brass,170.73,59.27,No,No,No,Roadways,No,Working Class,No,06/09/15,06/06/15,"Riveraport, AR 10577",1002.89
3410,66882e39ec1852b2cc2d29fb,fffe370037003900,Andrew Halverson,0.82,16.0,7.0,2929.0,Bronze,26.5,20.36,No,Yes,No,Roadways,No,Wealthy,No,02/25/19,02/24/19,"New Brittanyland, AR 88202",613.19
3411,66882e39ec1852b2cc2d29fd,fffe3900300038003400,Carol Jones,0.64,12.0,8.0,41568.0,Marble,126.14,63.39,No,No,Yes,Roadways,No,Working Class,No,06/14/19,06/17/19,"Port Victoriaburgh, PA 36260",980.0
3412,66882e39ec1852b2cc2d29fe,fffe3100340030003600,Virginia Vick,,7.0,5.0,,Bronze,3.53,13.88,No,Yes,No,Roadways,No,Working Class,No,10/12/17,10/16/17,"Lake James, CT 05584",112.56
3413,66882e39ec1852b2cc2d2a02,fffe3900370031003100,Gloria Neglia,0.99,25.0,7.0,115395.0,Marble,1268.35,43.16,Yes,No,Yes,Waterways,No,Wealthy,No,03/18/18,03/19/18,"East Adrianhaven, IL 04697",4489.25
3414,66882e39ec1852b2cc2d2a18,fffe3800350038003200,William Hurley,0.53,24.0,6.0,329.0,Wood,5.63,14.42,Yes,Yes,No,Airways,No,Working Class,No,03/17/19,03/17/19,"Daystad, NH 06454",253.4
3415,66882e39ec1852b2cc2d2a21,fffe3700350037003600,Helen Carver,0.28,3.0,3.0,128.0,Marble,4.76,24.05,No,No,No,Roadways,No,Working Class,No,12/12/17,12/12/17,"New Amandastad, KS 09415",213.51
3416,66882e39ec1852b2cc2d2a34,fffe3400340033003600,Mark Reimer,,,9.0,989192.0,Stone,3415.6,40.84,No,No,No,Waterways,No,Working Class,,04/04/16,04/08/16,DPO AP 84756,5164.91
3417,66882e39ec1852b2cc2d2a3b,fffe3400360038003800,Juan Biltz,0.34,5.0,4.0,85.0,Clay,4.65,16.8,No,No,No,,Yes,Working Class,,08/27/19,08/23/19,"Melanieview, CA 68340",164.64
3418,66882e39ec1852b2cc2d2a49,fffe3500330030003000,Dorothy Huber,0.67,24.0,7.0,,Marble,798.42,71.34,Yes,No,Yes,Waterways,No,Working Class,,05/06/19,05/06/19,APO AE 13314,19237.26
3419,66882e39ec1852b2cc2d2a57,fffe3200300036003800,Edward Sipriano,0.07,14.0,6.0,143.0,Wood,5.28,21.33,No,Yes,Yes,Roadways,No,Working Class,,01/24/18,01/23/18,"Moralesview, NM 17973",145.54
3420,66882e39ec1852b2cc2d2a58,fffe3700340037003800,Marvin Dunham,0.84,34.0,8.0,309.0,Wood,5.23,11.18,Yes,No,Yes,Roadways,No,Working Class,Yes,06/09/17,06/06/17,"New Jenniferfurt, NC 57037",709.51
3421,66882e39ec1852b2cc2d2a60,fffe3100310034003100,Sara Sipes,0.45,8.0,5.0,,Clay,6.71,23.6,No,No,No,,Yes,Working Class,No,03/25/16,03/29/16,"Elliotttown, MD 32014",214.64
3422,66882e39ec1852b2cc2d2a66,fffe3800390037003500,Luther Chandler,0.35,29.0,8.0,24744.0,Brass,26.02,91.57,Yes,No,No,Waterways,No,Working Class,No,07/15/17,07/18/17,"Port Aliciafurt, NM 77225",719.08
3423,66882e39ec1852b2cc2d2a67,fffe3600330039003800,Thomas Johnson,0.43,6.0,4.0,94.0,Aluminium,6.88,24.1,No,Yes,Yes,Roadways,No,Wealthy,Yes,02/23/19,02/24/19,"Ryanville, MN 77960",257.61
3424,66882e39ec1852b2cc2d2a6d,fffe3600330034003300,Angela Horiuchi,0.6,7.0,5.0,4399.0,Stone,8.47,23.25,No,No,No,,No,Working Class,No,10/22/16,10/19/16,"New Natashafurt, KS 23017",530.36
3425,66882e39ec1852b2cc2d2a7e,fffe3700360038003300,Janet Simmons,0.37,48.0,31.0,47717848.0,Stone,87931.4,90.31,Yes,Yes,Yes,Airways,No,Working Class,No,02/15/15,02/18/15,APO AA 01054,3362175.6
3426,66882e39ec1852b2cc2d2a87,fffe3800330037003200,Eric Blankenship,0.28,18.0,10.0,735.0,Aluminium,3.62,20.09,No,No,Yes,Waterways,No,Working Class,No,04/24/15,04/23/15,"Port Christinetown, ID 32019",193.66
3427,66882e39ec1852b2cc2d2a91,fffe3600310033003600,Maryann Benton,,26.0,,851.0,Aluminium,5.88,14.59,No,No,Yes,Roadways,No,Working Class,No,09/19/17,09/16/17,"West Robertfurt, MT 14428",180.62
3428,66882e39ec1852b2cc2d2a95,fffe3900370035003800,Ashley Morrison,0.34,24.0,6.0,242.0,Wood,6.99,20.59,No,Yes,No,Airways,No,Working Class,Yes,09/05/15,09/03/15,"West David, WI 85904",228.29
3429,66882e39ec1852b2cc2d2aa5,fffe380034003100,Victor Eckhard,0.52,37.0,13.0,1025441.0,Marble,2831.8,56.9,No,No,No,Waterways,Yes,Working Class,,08/12/19,08/11/19,"West Jason, SC 54140",5839.99
3430,66882e39ec1852b2cc2d2ab6,fffe340038003900,Kim Fruchter,,40.0,,,Brass,114.26,86.87,Yes,No,Yes,Waterways,No,Working Class,No,07/10/18,07/07/18,"Port Josephton, WI 22743",698.84
3431,66882e39ec1852b2cc2d2ab7,fffe3800350032003500,Barney Tilotta,0.85,5.0,5.0,86.0,Bronze,5.73,20.56,Yes,No,No,Waterways,No,Working Class,No,08/15/16,08/19/16,"Reneeshire, MN 73326",322.99
3432,66882e39ec1852b2cc2d2abd,fffe3900380030003200,Debra Davis,0.74,12.0,6.0,769.0,Clay,3.12,19.08,No,No,No,Airways,Yes,Working Class,No,01/29/16,01/29/16,"Sheilaberg, CA 38914",314.72
3433,66882e39ec1852b2cc2d2ad0,fffe3500340039003500,Kayla Phillips,0.55,,10.0,2897.0,Clay,9.77,11.86,No,No,Yes,Waterways,Yes,Working Class,Yes,08/15/16,08/17/16,"South Kathy, NE 93940",557.95
3434,66882e39ec1852b2cc2d2ad4,fffe3900370032003600,Guillermina Hay,0.93,9.0,4.0,223.0,Clay,3.72,14.45,No,Yes,Yes,Roadways,Yes,Wealthy,No,10/31/15,11/02/15,"Linville, ID 85102",339.63
3435,66882e39ec1852b2cc2d2ae5,fffe3400310034003200,Vincent Robinson,0.5,29.0,16.0,1157354.0,Marble,1682.71,35.57,Yes,No,No,Waterways,No,Working Class,Yes,08/12/19,08/13/19,"East Juliemouth, UT 08933",2637.02
3436,66882e39ec1852b2cc2d2afb,fffe3900370039003000,Omar Wallis,0.39,27.0,9.0,527301.0,Stone,546.89,25.48,Yes,Yes,Yes,Airways,No,Working Class,No,06/09/16,06/11/16,DPO AA 25772,10942.43
3437,66882e39ec1852b2cc2d2afc,fffe3100370032003500,Angeline Eilers,0.0,39.0,7.0,166214.0,Marble,239.52,50.53,No,No,No,,Yes,Working Class,No,01/28/19,01/28/19,"Lindabury, GA 27988",652.42
3438,66882e39ec1852b2cc2d2afe,fffe3600340037003600,Virgil Garcia,0.45,18.0,,140067.0,,308.87,42.12,No,Yes,No,,No,Working Class,No,08/14/18,08/13/18,"South Charles, ME 86548",2047.19
3439,66882e39ec1852b2cc2d2b08,fffe3700330033003400,Kimberly Novak,0.22,9.0,5.0,504.0,Bronze,4.16,16.58,No,No,No,Roadways,No,Working Class,No,10/19/15,10/19/15,"Parkermouth, AZ 05805",152.45
3440,66882e39ec1852b2cc2d2b0f,fffe3600340030003700,Harold Mccauley,0.75,11.0,7.0,1635.0,Bronze,6.6,13.47,No,Yes,No,Roadways,No,Wealthy,No,06/07/19,06/03/19,DPO AE 31475,494.67
3441,66882e39ec1852b2cc2d2b10,fffe3100320031003600,Eric Hughes,0.89,19.0,14.0,25842.0,Brass,32.16,61.77,No,No,No,Roadways,No,Wealthy,No,08/17/15,08/19/15,"South Oscartown, CO 57161",2163.53
3442,66882e39ec1852b2cc2d2b19,fffe310033003600,John Timmer,0.52,,8.0,,Marble,46.61,43.67,Yes,No,No,Airways,No,Working Class,No,05/26/18,05/26/18,"North Joel, AR 26182",786.77
3443,66882e39ec1852b2cc2d2b20,fffe3800320030003100,Alma Martinez,0.02,3.0,2.0,18.0,Brass,4.52,21.71,Yes,Yes,No,Airways,No,Working Class,Yes,08/22/18,08/24/18,"Hoborough, LA 36434",167.94
3444,66882e39ec1852b2cc2d2b23,fffe380033003200,Virginia Sawyer,0.37,9.0,,,Brass,5.59,23.06,No,No,No,Roadways,No,Working Class,No,02/03/19,02/02/19,"Port Amber, IN 99754",221.32
3445,66882e39ec1852b2cc2d2b26,fffe3600370036003000,James Hampshire,0.01,23.0,6.0,107598.0,Marble,93.61,96.77,No,Yes,No,Roadways,No,Wealthy,No,11/10/17,11/09/17,"East Lindsay, KY 66918",677.24
3446,66882e39ec1852b2cc2d2b2a,fffe3400320038003100,Linda Pugh,0.19,,7.0,126928.0,Stone,87.62,26.96,No,No,No,Waterways,No,Working Class,No,02/15/17,02/13/17,"Lake Matthew, AR 77876",582.17
3447,66882e39ec1852b2cc2d2b31,fffe390031003900,Mary Stewart,0.16,35.0,15.0,8209.0,Clay,5.25,45.1,No,No,No,Roadways,Yes,Working Class,No,09/08/17,09/09/17,"Riveraburgh, WI 93225",316.85
3448,66882e39ec1852b2cc2d2b32,fffe3900360038003800,Sara Speck,0.25,38.0,16.0,3809.0,Aluminium,3.03,17.06,No,No,Yes,Roadways,No,Working Class,No,03/22/18,03/25/18,FPO AA 46519,200.37
3449,66882e39ec1852b2cc2d2b45,fffe3500300035003700,Martin Rundlett,0.26,4.0,3.0,36.0,Bronze,3.96,23.02,No,No,Yes,Airways,No,Working Class,No,12/13/16,12/13/16,"West Douglas, NH 97815",174.98
3450,66882e39ec1852b2cc2d2b49,fffe3400320034003600,Guadalupe Welch,0.07,10.0,5.0,302.0,Clay,3.65,13.4,No,Yes,Yes,Roadways,Yes,Wealthy,No,08/12/18,08/16/18,"Jordanport, CO 10467",133.05
3451,66882e39ec1852b2cc2d2b53,fffe3600320033003000,Milton Boyer,0.84,,22.0,2358378.0,Marble,10899.28,47.69,No,No,No,,Yes,Working Class,Yes,07/10/15,07/12/15,"Port Judybury, NV 79254",31704.03
3452,66882e39ec1852b2cc2d2b54,fffe3400310038003400,Yolanda Paynter,0.64,17.0,9.0,203488.0,Stone,468.2,97.32,No,No,No,Roadways,No,Working Class,No,08/05/18,08/07/18,"New Steven, WA 75700",3719.24
3453,66882e39ec1852b2cc2d2b5e,fffe3600390038003100,Janet West,0.55,14.0,7.0,48791.0,Marble,396.47,92.99,Yes,Yes,No,Airways,No,Wealthy,No,05/29/16,05/25/16,"Sandraberg, MI 42146",2729.23
3454,66882e39ec1852b2cc2d2b60,fffe3900300034003200,Francisco Thal,0.65,41.0,10.0,508.0,Wood,6.27,14.81,No,No,Yes,Roadways,No,Working Class,No,12/22/17,12/25/17,"Port Alanmouth, SC 12014",426.78
3455,66882e39ec1852b2cc2d2b6b,fffe3200380031003800,Joan Holliday,,28.0,11.0,13565.0,,21.01,83.48,Yes,No,Yes,Waterways,No,Working Class,No,10/29/17,10/31/17,"Deannamouth, WY 36185",726.81
3456,66882e39ec1852b2cc2d2b98,fffe3100320039003900,Lawrence Peltz,,38.0,15.0,1997294.0,,7771.15,89.46,No,Yes,No,Airways,Yes,Working Class,No,02/28/19,02/28/19,"Port Hectormouth, OR 99839",39962.71
3457,66882e39ec1852b2cc2d2b9b,fffe3200370033003400,Willa Palmquist,,34.0,10.0,1343791.0,Stone,5117.29,39.34,No,No,No,Roadways,No,Working Class,No,01/12/17,01/10/17,"Davidshire, KY 47701",22853.89
3458,66882e39ec1852b2cc2d2b9f,fffe3200340030003300,Toni Carhart,0.61,29.0,10.0,418256.0,Stone,2016.98,81.62,No,No,Yes,Waterways,No,Working Class,No,10/02/17,10/01/17,APO AA 96057,7009.01
3459,66882e39ec1852b2cc2d2ba3,fffe3200330033003100,Lance Ferro,0.21,17.0,6.0,538.0,Aluminium,5.95,14.28,No,No,Yes,Roadways,No,Working Class,No,05/15/15,05/12/15,"Frostville, OK 69993",159.67
3460,66882e39ec1852b2cc2d2baf,fffe3900300038003100,Mari Bouthillette,0.19,35.0,21.0,89371.0,Brass,194.63,39.7,Yes,No,No,Airways,No,Working Class,No,02/28/15,02/28/15,"Charlesfurt, WA 27736",938.77
3461,66882e39ec1852b2cc2d1eda,fffe340036003300,Consuelo Bezio,0.96,13.0,6.0,21903.0,Marble,159.11,70.58,No,Yes,No,Roadways,No,Wealthy,Yes,10/27/16,10/25/16,"New Janetown, WA 43117",2198.18
3462,66882e39ec1852b2cc2d1eef,fffe3700300032003000,Christopher White,0.39,48.0,14.0,594.0,Wood,3.88,12.94,No,No,Yes,Roadways,No,Working Class,No,06/30/16,07/04/16,"West Jason, CO 96087",188.12
3463,66882e39ec1852b2cc2d1ef1,fffe3900310030003300,Michael Scowden,0.32,36.0,12.0,10995.0,Bronze,17.86,27.94,Yes,No,No,Waterways,No,Wealthy,No,05/11/17,05/09/17,"West Jason, NJ 84833",337.8
3464,66882e39ec1852b2cc2d1ef8,fffe3700330031003300,Adam Haines,0.64,46.0,16.0,1619.0,Wood,9.98,12.78,No,No,Yes,Roadways,No,Working Class,No,07/13/18,07/13/18,"Robertside, WA 78487",896.17
3465,66882e39ec1852b2cc2d1f0b,fffe3400320035003600,Danny Arden,0.81,,9.0,7079.0,Bronze,40.07,74.07,Yes,No,No,,No,Working Class,No,10/17/18,10/18/18,"Port Tracey, VT 26083",2299.57
3466,66882e39ec1852b2cc2d1f17,fffe3300380030003900,Eric Griggs,0.6,17.0,6.0,1290.0,Bronze,9.64,12.57,Yes,No,Yes,,No,Working Class,No,06/18/19,06/15/19,FPO AE 19392,710.04
3467,66882e39ec1852b2cc2d1f1a,fffe3100340035003000,Laura Pollard,0.48,30.0,6.0,377.0,Aluminium,5.35,24.32,No,Yes,Yes,Airways,No,Working Class,No,12/15/16,12/17/16,"West Katherine, FL 26697",329.19
3468,66882e39ec1852b2cc2d1f1b,fffe3100370030003000,Bonnie Tovar,,12.0,8.0,174.0,Wood,3.8,19.44,Yes,No,Yes,,No,Working Class,No,09/20/16,09/23/16,"Millerside, WI 55853",255.02
3469,66882e39ec1852b2cc2d1f20,fffe3800350033003600,William Davis,0.71,31.0,12.0,2026667.0,Stone,11148.65,28.94,Yes,No,No,Waterways,No,Working Class,No,03/15/15,03/17/15,DPO AE 49911,18664.92
3470,66882e39ec1852b2cc2d1f28,fffe390035003200,Pauline Phillips,0.58,11.0,7.0,242.0,Clay,5.06,17.74,No,No,No,Waterways,Yes,Working Class,No,11/16/17,11/17/17,"South Carlmouth, MN 26439",244.38
3471,66882e39ec1852b2cc2d1f35,fffe3900300039003300,Ignacio Fox,0.72,15.0,8.0,1602.0,Clay,8.57,15.26,No,No,Yes,Roadways,Yes,Working Class,No,04/22/16,04/21/16,"Dominguezland, MI 92407",779.81
3472,66882e39ec1852b2cc2d1f3f,fffe3400370034003200,Eric Gonzalez,0.56,11.0,8.0,4372.0,Brass,11.81,24.22,No,Yes,Yes,Airways,No,Working Class,Yes,12/14/17,12/14/17,"Parsonsmouth, OK 22520",455.68
3473,66882e39ec1852b2cc2d1f48,fffe3500380032003800,Christina Owings,0.46,29.0,19.0,1443782.0,Marble,6513.92,94.47,Yes,No,No,Roadways,No,Working Class,No,06/03/19,06/03/19,"Michaelport, TN 84827",48714.15
3474,66882e39ec1852b2cc2d1f50,fffe3900350038003400,Jeffrey Howard,0.71,19.0,9.0,5455.0,Bronze,14.54,48.42,Yes,No,Yes,Roadways,No,Working Class,Yes,04/22/17,04/21/17,"East Rachel, MO 04635",1144.14
